TOTAL,Date,Retail,Institutional,Foreign,Regional,Local,Total Turnover
TOTAL,2022-05-27,312274542.5,110315806.0,201958736.5,11960865.5,19483988.5,280829688.0
TOTAL,2022-05-29,1033415553.5,156241771.5,877173782.0,288153386.5,11016040.5,734246126.5
TOTAL,2022-05-30,1035748016.0,277447096.5,758300919.5,285167480.5,102666412.5,647914122.5
TOTAL,2022-05-30,1275332372.5,372820156.5,902512216.0,318985724.0,114966918.5,841379730.0
TOTAL,2022-05-31,765046173.0,241235321.0,523810852.0,155253702.5,49118871.0,560673598.5
TOTAL,2022-06-01,1179615637.5,239397626.0,940218011.5,223881354.0,26238426.0,929495857.0
TOTAL,2022-06-02,784667565.0,194843517.0,589824048.0,38295442.0,22922710.0,723449412.0
TOTAL,2022-06-03,963209220.0,279076392.5,684132827.5,90235182.0,40891528.0,832082508.5
TOTAL,2022-06-05,467986928.0,93927261.0,374059667.0,3438717.5,6517840.0,458030369.5
TOTAL,2022-06-06,2637348560.0,240986536.0,2396362024.0,197513676.0,86210474.0,2353624409.5
TOTAL,2022-06-07,1258805699.5,251256952.0,1007548747.5,85854948.0,25872416.5,1147078334.5
TOTAL,2022-06-08,1503407585.0,365310507.5,1138097077.5,95931981.5,70501177.5,1336974425.5
TOTAL,2022-06-09,1468999213.0,362226971.5,1106772241.5,26267625.5,50012198.5,1392719388.0
TOTAL,2022-06-10,2114967296.0,487568313.5,1627398982.5,69396962.0,63782129.5,1981788204.0
TOTAL,2022-06-12,1715124331.0,294555281.0,1420569050.0,164054011.0,158922536.0,1392147784.0
TOTAL,2022-06-13,1276935383.0,291514825.5,985420557.5,176737207.0,67676501.5,1032521674.5
TOTAL,2022-06-14,1504855604.0,290347747.5,1214507856.5,396754217.5,32079297.5,1076022088.0
TOTAL,2022-06-15,1744825466.0,370148482.0,1374676984.0,244198408.0,36829494.5,1463797563.0
TOTAL,2022-06-16,832254861.5,293790964.0,538463897.5,99203187.0,15564489.5,717487184.5
TOTAL,2022-06-18,1613907414.0,426128567.0,1187778847.0,602193371.5,34256106.0,977457936.0
TOTAL,2022-06-19,1274071698.0,205493912.0,1068577786.0,445461644.5,11098642.5,817511410.0
TOTAL,2022-06-20,2311278455.0,226533696.0,2084744759.0,266180450.5,48256018.0,1996841986.0
TOTAL,2022-06-21,1064117194.5,283510466.5,780606728.0,161401467.5,118033381.5,784682344.5
TOTAL,2022-06-22,2664958002.0,180070774.5,2484887227.5,1004824225.5,118745550.5,1541388225.5
TOTAL,2022-06-23,198866506.0,66267774.5,132598731.5,10425414.5,40432399.0,148008692.0
TOTAL,2022-06-24,198866506.0,66267774.5,132598731.5,10425414.5,40432399.0,148008692.0
TOTAL,2022-06-25,198866506.0,66267774.5,132598731.5,10425414.5,40432399.0,148008692.0
TOTAL,2022-06-26,2706033692.0,228300197.0,2477733495.0,222154313.5,188542994.5,2295336384.0
TOTAL,2022-06-27,4258094803.5,308764188.0,3949330615.5,990009336.5,30990222.5,3237095243.5
TOTAL,2022-06-28,3139221061.5,278214105.0,2861006956.5,1028191400.5,58395044.5,2052634616.5
TOTAL,2022-06-29,3925714475.0,216939327.0,3708775148.0,73983295.5,25142880.0,3826588299.5
TOTAL,2022-06-30,5050519442.0,297645152.0,4752874290.0,122562789.0,281676813.5,4646279839.5
TOTAL,2022-07-01,5050519442.0,297645152.0,4752874290.0,122562789.0,281676813.5,4646279839.5
TOTAL,2022-07-02,5050519442.0,297645152.0,4752874290.0,122562789.0,281676813.5,4646279839.5
TOTAL,2022-07-03,4675328619.0,266377600.0,4408951019.0,105748793.0,313120385.0,4256459440.5
TOTAL,2022-07-04,1488957028.5,299153445.5,1189803583.0,68833854.0,102279516.5,1317843657.5
TOTAL,2022-07-05,1366950324.5,312172528.5,1054777796.0,368034702.0,95734926.0,903180696.0
TOTAL,2022-07-06,790998199.0,180773958.0,610224241.0,256879470.0,15254926.0,518863802.0
TOTAL,2022-07-07,511093436.0,255494784.0,255598652.0,41941552.5,21089849.5,448062033.0
TOTAL,2022-07-10,681525936.0,370012306.5,311513629.5,62522601.5,31136032.5,587867301.0
TOTAL,2022-07-12,681525936.0,370012306.5,311513629.5,62522601.5,31136032.5,587867301.0
TOTAL,2022-07-13,681525936.0,370012306.5,311513629.5,62522601.5,31136032.5,587867301.0
TOTAL,2022-07-14,681525936.0,370012306.5,311513629.5,62522601.5,31136032.5,587867301.0
TOTAL,2022-07-15,681525936.0,370012306.5,311513629.5,62522601.5,31136032.5,587867301.0
TOTAL,2022-07-16,681525936.0,370012306.5,311513629.5,62522601.5,31136032.5,587867301.0
TOTAL,2022-07-17,1432805491.0,145084258.5,1287721232.5,30821151.0,68394167.0,1333590172.0
TOTAL,2022-07-18,2595770966.0,465422933.0,2130348033.0,472111607.0,141090968.5,1982568389.5
TOTAL,2022-07-19,1703098691.0,329723918.0,1373374773.0,557757904.5,94741527.0,1050599259.0
TOTAL,2022-07-20,1885633262.5,426871361.5,1458761901.0,599452396.5,109027753.0,1177153112.5
TOTAL,2022-07-21,1088826432.0,484437344.5,604389087.5,55938148.0,73714441.0,959173843.0
TOTAL,2022-07-22,1380238456.0,644738940.5,735499515.5,96604247.0,102461303.5,1181172905.5
TOTAL,2022-07-23,1380238456.0,644738940.5,735499515.5,96604247.0,102461303.5,1181172905.5
TOTAL,2022-07-24,2313109533.5,338448283.0,1974661250.5,475138876.5,53967076.5,1784003580.0
TOTAL,2022-07-25,1521845014.0,306856391.0,1214988623.0,79855089.5,35394284.5,1406595640.0
TOTAL,2022-07-26,2260357450.0,560830933.5,1699526516.5,361849251.5,95468854.0,1803039344.5
TOTAL,2022-07-27,1757283690.5,296977910.0,1460305780.5,67735240.0,20477576.5,1669070873.5
TOTAL,2022-07-28,272968539.5,100651039.0,172317500.5,99646621.5,13736764.0,159585154.0
TOTAL,2022-07-29,272968539.5,100651039.0,172317500.5,99646621.5,13736764.0,159585154.0
TOTAL,2022-08-02,2789208499.0,308413782.5,2480794716.5,372667992.5,29262820.5,2387277686.0
TOTAL,2022-08-03,1840594088.0,406710426.0,1433883662.0,44345489.0,79126091.0,1717122507.0
TOTAL,2022-08-04,2453845563.5,647633920.5,1806211643.0,208938367.0,259178855.5,1985728340.0
TOTAL,2022-08-05,3277554590.5,1044311770.0,2233242820.5,329491404.0,306880260.0,2641182926.5
TOTAL,2022-08-06,3277554590.5,1044311770.0,2233242820.5,329491404.0,306880260.0,2641182926.5
TOTAL,2022-08-07,3196606562.0,770963190.5,2425643371.5,1012293051.5,63092889.0,2121220621.0
TOTAL,2022-08-08,2276931536.0,898032063.0,1378899473.0,192643736.0,120951020.0,1963336779.5
TOTAL,2022-08-09,3395347748.0,752675544.5,2642672203.5,1003476619.5,149434469.0,2242436659.0
TOTAL,2022-08-10,20520758536.5,348473505.0,20172285031.5,38120849.5,9992548317.0,10490089369.5
TOTAL,2022-08-11,959932997.0,656200709.5,303732287.5,55477907.0,80007155.0,824447935.5
TOTAL,2022-08-12,1588517805.0,886447916.0,702069889.0,96264817.0,254526278.0,1237726709.0
TOTAL,2022-08-13,1588517805.0,886447916.0,702069889.0,96264817.0,254526278.0,1237726709.0
TOTAL,2022-08-14,4410178441.0,869897990.0,3540280451.0,780455893.0,46514017.0,3583208530.5
TOTAL,2022-08-17,2112035351.0,765781445.0,1346253906.0,148097253.5,214180562.0,1749757535.0
TOTAL,2022-08-19,1128603481.0,647033193.0,481570288.0,71865323.5,60170942.0,996567215.0
TOTAL,2022-08-20,1128603481.0,647033193.0,481570288.0,71865323.5,60170942.0,996567215.0
TOTAL,2022-08-21,1904261644.5,784505186.5,1119756458.0,603177175.0,70768002.5,1230316466.5
TOTAL,2022-08-22,3343253147.5,866763592.5,2476489555.0,379547178.0,84679044.5,2879026924.5
TOTAL,2022-08-23,4378898674.0,1001809721.5,3377088952.5,487392405.0,227128182.0,3664378086.5
TOTAL,2022-08-24,2023598229.0,753315487.0,1270282742.0,168078530.0,214377015.5,1641142683.5
TOTAL,2022-08-25,1282382099.0,762180462.5,520201636.5,155645596.5,77166254.5,1049570247.0
TOTAL,2022-08-26,1674609877.5,1023126773.5,651483104.0,203074832.0,109031847.0,1362503198.0
TOTAL,2022-08-27,1674609877.5,1023126773.5,651483104.0,203074832.0,109031847.0,1362503198.0
TOTAL,2022-08-28,1000755305.0,706191333.5,294563971.5,118561096.0,48968012.0,833226196.5
TOTAL,2022-08-30,1877413638.5,676023325.0,1201390313.5,152744414.5,47462507.5,1677206716.0
TOTAL,2022-08-31,995808146.0,765335336.5,230472809.5,86036207.5,95396704.0,814375233.5
TOTAL,2022-09-01,885186531.0,599409758.0,285776773.0,82563629.5,79854394.0,722768507.5
TOTAL,2022-09-02,1527805595.5,788013534.0,739792061.5,298224568.5,93294993.5,1136286032.5
TOTAL,2022-09-04,1376927736.0,531496531.5,845431204.5,364909312.5,22763765.5,989254658.0
TOTAL,2022-09-05,1727916771.0,885111282.0,842805489.0,385054819.0,52465304.0,1290396647.0
TOTAL,2022-09-06,4953113385.0,1199779013.0,3753334372.0,186496837.5,117900753.5,4648715793.5
TOTAL,2022-09-07,4342499378.5,1026544893.5,3315954485.0,272213790.5,425992802.5,3644292785.5
TOTAL,2022-09-08,1892466770.0,816846226.0,1075620544.0,494694501.5,111741091.5,1286031176.0
TOTAL,2022-09-09,2857605516.0,1006495870.5,1851109645.5,515716481.0,494759754.0,1847129281.5
TOTAL,2022-09-10,2857605516.0,1006495870.5,1851109645.5,515716481.0,494759754.0,1847129281.5
TOTAL,2022-09-11,2175670346.5,720594878.5,1455075468.0,350781914.5,97187986.0,1727700445.5
TOTAL,2022-09-12,2844825990.5,870195259.0,1974630731.5,632089521.5,87581124.5,2125155344.0
TOTAL,2022-09-16,1630749883.0,780948668.0,849801215.0,389551157.5,58888269.0,1182310456.5
TOTAL,2022-09-18,1412801543.0,649724318.5,763077224.5,23596404.5,42389889.0,1346815249.0
TOTAL,2022-09-21,1298156492.5,470085129.0,828071363.5,366403219.0,148057456.5,783695816.5
TOTAL,2022-09-22,2773689816.0,411134142.5,2362555673.5,28228654.0,982175876.0,1763285285.0
TOTAL,2022-09-23,2773689816.0,411134142.5,2362555673.5,28228654.0,982175876.0,1763285285.0
TOTAL,2022-09-24,2773689816.0,411134142.5,2362555673.5,28228654.0,982175876.0,1763285285.0
TOTAL,2022-09-25,1139769400.0,433241623.0,706527777.0,17781854.0,39841232.5,1082146313.5
TOTAL,2022-09-26,1417065848.0,605940491.0,811125357.0,78022603.5,37937289.5,1301105955.0
TOTAL,2022-09-27,1369152036.0,729238885.0,639913151.0,184328041.0,69895381.5,1114928613.5
TOTAL,2022-09-28,1088221144.0,671955598.5,416265545.5,52756656.0,36493741.5,998970746.0
TOTAL,2022-09-30,1343494058.0,522666119.0,820827939.0,98317514.5,267436661.5,977739881.0
TOTAL,2022-10-01,1343494058.0,522666119.0,820827939.0,98317514.5,267436661.5,977739881.0
TOTAL,2022-10-02,963063254.5,336685425.5,626377829.0,21727825.5,16610148.0,924725280.5
TOTAL,2022-10-03,1591797404.0,424083905.0,1167713499.0,114702691.5,125014219.5,1352080491.5
TOTAL,2022-10-04,1120508033.0,517706895.0,602801138.0,123714669.5,62295914.0,934497448.5
TOTAL,2022-10-05,895565715.5,502175725.0,393389990.5,56597004.0,71049568.0,767919144.0
TOTAL,2022-10-06,1499617057.0,676524466.5,823092590.5,83702044.5,106730546.5,1309184465.5
TOTAL,2022-10-07,1499617057.0,676524466.5,823092590.5,83702044.5,106730546.5,1309184465.5
TOTAL,2022-10-08,1499617057.0,676524466.5,823092590.5,83702044.5,106730546.5,1309184465.5
TOTAL,2022-10-09,664443569.0,347753835.5,316689733.5,10112943.0,30074477.5,624256147.5
TOTAL,2022-10-10,2147693162.0,583421433.5,1564271728.5,226056618.0,235996453.5,1685640089.5
TOTAL,2022-10-11,1488713149.0,445020046.0,1043693103.0,340485661.5,45292703.0,1102934784.5
TOTAL,2022-10-12,1208874963.5,508821661.5,700053302.0,149173593.5,66527298.5,993174071.0
TOTAL,2022-10-13,1423883082.0,474031294.0,949851788.0,194783268.0,194700891.5,1034398921.5
TOTAL,2022-10-14,1553378176.0,562817304.5,990560871.5,207369914.0,211762662.5,1134245598.5
TOTAL,2022-10-20,979888548.0,560613547.0,419275001.0,135836507.5,142655568.0,701396472.5
TOTAL,2022-10-21,1273329443.0,796744678.0,476584765.0,161640884.5,161043242.0,950645316.0
TOTAL,2022-10-23,1047815358.0,655965361.0,391849997.0,74855068.0,50342347.0,922617942.0
TOTAL,2022-10-25,1853017884.5,706589768.5,1146428116.0,199940786.0,87863674.0,1565213424.0
TOTAL,2022-10-26,1750398728.5,575298896.0,1175099832.5,391795153.5,333209696.0,1025393878.5
TOTAL,2022-10-27,1965595360.0,1204588824.5,761006535.5,107528232.5,210649177.5,1647417949.0
TOTAL,2022-10-28,2685094803.0,1539168077.5,1145926725.5,176084291.5,262462149.5,2246548360.5
TOTAL,2022-10-30,1607411081.0,743149493.5,864261587.5,244250731.5,68578649.5,1294581699.5
TOTAL,2022-10-31,1377867522.5,538873303.5,838994219.0,165796482.5,116692582.0,1095378457.5
TOTAL,2022-11-01,1628974978.5,787888560.0,841086418.5,195121726.0,146435004.5,1287418248.0
TOTAL,2022-11-02,1322755433.0,639527939.0,683227494.0,329022838.5,61723274.5,932009319.5
TOTAL,2022-11-03,785709955.5,596451606.5,189258349.0,32023686.5,35663049.0,718023219.5
TOTAL,2022-11-04,1081893148.0,805083054.5,276810093.5,59269894.5,57643483.5,964979770.0
TOTAL,2022-11-05,1081893148.0,805083054.5,276810093.5,59269894.5,57643483.5,964979770.0
TOTAL,2022-11-06,930575140.0,426072962.0,504502178.0,201332607.0,106364676.5,622877855.5
TOTAL,2022-11-07,1207581432.0,637348041.0,570233391.0,310153483.5,54965548.5,842462399.0
TOTAL,2022-11-08,1252513378.5,742100071.5,510413307.0,102800541.0,109533816.0,1040179022.0
TOTAL,2022-11-09,1024391404.0,527947369.0,496444035.0,78740671.5,71949268.0,873701464.5
TOTAL,2022-11-10,489204546.5,289712345.5,199492201.0,48065498.0,39056464.5,402082583.5
TOTAL,2022-11-11,489204546.5,289712345.5,199492201.0,48065498.0,39056464.5,402082583.5
TOTAL,2022-11-12,489204546.5,289712345.5,199492201.0,48065498.0,39056464.5,402082583.5
TOTAL,2022-11-13,962078249.0,682431578.5,279646670.5,33306172.5,64448244.5,864323831.5
TOTAL,2022-11-15,924643093.0,623172912.0,301470181.0,80484105.5,118319954.0,725839032.5
TOTAL,2022-11-16,1546841693.0,906636520.0,640205173.0,226894210.5,146392395.5,1173555086.0
TOTAL,2022-11-17,1620569234.5,931546024.0,689023210.5,218008087.5,312011900.5,1090549246.0
TOTAL,2022-11-18,2200647886.0,1287338855.5,913309030.5,292471206.0,378590437.5,1529586242.5
TOTAL,2022-11-20,1783643217.5,722489035.0,1061154182.5,795125771.0,131927973.0,856589473.0
TOTAL,2022-11-21,1301027352.0,814269047.5,486758304.5,89303592.5,400722647.5,811001111.0
TOTAL,2022-11-22,1394022802.0,841692010.5,552330791.5,143515976.0,128001705.5,1122505120.5
TOTAL,2022-11-26,1945666801.0,1101986737.0,843680064.0,275934566.5,249628969.0,1420103265.5
TOTAL,2022-11-27,1449150430.0,1134436866.0,314713564.0,118011525.0,129390308.0,1201748597.0
TOTAL,2022-11-28,1908965984.0,1064490282.0,844475702.0,197718753.5,116756289.0,1594490941.0
TOTAL,2022-11-29,1562257145.0,983559094.5,578698050.5,82783828.5,108539198.0,1370934118.5
TOTAL,2022-11-30,2244616710.0,1278560857.5,966055852.5,341718600.0,227095501.0,1675802608.0
TOTAL,2022-12-01,2729627162.0,1158287819.0,1571339343.0,460705891.5,105068762.5,2163852508.0
TOTAL,2022-12-02,3192029944.5,1438282131.0,1753747813.5,494975693.5,129435361.0,2567618890.0
TOTAL,2022-12-03,3192029944.5,1438282131.0,1753747813.5,494975693.5,129435361.0,2567618890.0
TOTAL,2022-12-04,2510736553.0,1498696605.0,1012039948.0,95826897.5,183026214.0,2231883442.0
TOTAL,2022-12-05,2700242183.5,1576919330.0,1123322853.5,222042428.5,196393064.0,2281806690.5
TOTAL,2022-12-06,2221867448.5,1269510882.5,952356566.0,63701309.5,239752645.0,1918413493.5
TOTAL,2022-12-07,3454349123.0,1845119358.0,1609229765.0,206049320.0,288313819.0,2959985983.5
TOTAL,2022-12-08,2988881566.0,1392919485.5,1595962080.5,178537153.0,167483002.5,2642861410.0
TOTAL,2022-12-09,3843755766.5,1902643384.0,1941112382.5,259260041.5,296551698.5,3287944026.0
TOTAL,2022-12-10,3843755766.5,1902643384.0,1941112382.5,259260041.5,296551698.5,3287944026.0
TOTAL,2022-12-11,3046970885.0,1375642736.0,1671328149.0,107874835.0,209445490.5,2729650558.0
TOTAL,2022-12-12,2542528270.5,1189353924.5,1353174346.0,166355489.0,567824156.5,1808348625.0
TOTAL,2022-12-13,3394430064.0,2067346957.0,1327083107.0,218541844.5,404242012.5,2771646206.5
TOTAL,2022-12-15,2363577094.0,1635606869.5,727970224.5,264252478.5,228129965.5,1871194649.0
TOTAL,2022-12-19,1974408234.0,1237576098.5,736832135.5,191966261.0,143865171.5,1638576800.5
TOTAL,2022-12-20,2269493144.5,1284463137.0,985030007.5,78144719.5,161790496.5,2029557928.0
TOTAL,2022-12-21,1358859333.0,1027519388.0,331339945.0,51803645.5,98801315.5,1208254372.0
TOTAL,2022-12-23,1991278738.0,1161666213.5,829612524.5,275894481.5,78780223.0,1636604033.0
TOTAL,2022-12-25,2649271437.5,1423046055.5,1226225382.0,715940795.5,204399678.0,1728930963.5
TOTAL,2022-12-26,696374388.0,548054157.5,148320230.5,22084150.5,32587435.5,641702801.5
TOTAL,2022-12-27,1471248919.0,723679922.5,747568996.5,63220126.5,43201235.5,1364827556.0
TOTAL,2022-12-31,1855153546.0,1217847326.5,637306219.5,89222738.5,174734319.0,1591196489.0
TOTAL,2023-01-01,1855153546.0,1217847326.5,637306219.5,89222738.5,174734319.0,1591196489.0
TOTAL,2023-01-02,1169361189.0,898019179.0,271342010.0,57214631.5,81957098.0,1030189459.0
TOTAL,2023-01-03,2005680501.5,1531919228.5,473761273.0,169087362.0,143651973.0,1692941166.5
TOTAL,2023-01-04,2767150473.0,2103029225.0,664121248.0,134087728.0,188487989.0,2444574755.5
TOTAL,2023-01-05,2518936784.0,1910849399.0,608087385.0,104376739.5,249163715.0,2165396329.5
TOTAL,2023-01-09,2402273301.5,1833711837.5,568561464.0,114369226.5,257575038.0,2030329036.5
TOTAL,2023-01-10,9659093912.0,1350856485.5,8308237426.5,74125570.0,144576101.5,9440392239.0
TOTAL,2023-01-11,10619868651.5,2102564523.5,8517304128.0,341458929.0,3897573994.5,6380835727.0
TOTAL,2023-01-12,2021116328.5,1236900557.5,784215771.0,168518536.0,145716725.0,1706881066.5
TOTAL,2023-01-13,2638944395.5,1584225772.0,1054718623.5,228729766.5,193190327.0,2217024301.5
TOTAL,2023-01-15,1400135234.0,1097449994.5,302685239.5,79148752.5,69013946.0,1251972535.0
TOTAL,2023-01-16,2558113166.0,1583544746.5,974568419.5,435482129.0,189119487.5,1933511549.0
TOTAL,2023-01-18,3773403790.5,1842568136.5,1930835654.0,814687785.5,152832898.5,2805883105.5
TOTAL,2023-01-19,2716601931.5,1510293835.0,1206308096.5,114589773.0,123955204.0,2478056954.0
TOTAL,2023-01-20,3288285696.0,1927153731.0,1361131965.0,166125763.0,162080826.0,2960079107.0
TOTAL,2023-01-21,3288285696.0,1927153731.0,1361131965.0,166125763.0,162080826.0,2960079107.0
TOTAL,2023-01-22,3288285696.0,1927153731.0,1361131965.0,166125763.0,162080826.0,2960079107.0
TOTAL,2023-01-22,3149500183.0,1375449063.0,1774051120.0,404554555.0,121805966.0,2623139661.5
TOTAL,2023-01-23,2397991752.0,1423408267.0,974583485.0,137284221.5,157525954.0,2103181576.5
TOTAL,2023-01-24,1824792575.0,1226935762.5,597856812.5,203799120.0,142714408.0,1478279046.5
TOTAL,2023-01-25,2311178530.0,1410849956.0,900328574.0,106227346.0,239008259.5,1965942923.0
TOTAL,2023-01-26,2921409252.0,1789246237.0,1132163015.0,186888529.0,290602162.0,2443918560.5
TOTAL,2023-01-29,2758281349.0,1382750470.0,1375530879.0,278958741.0,287912177.0,2191410430.5
TOTAL,2023-01-30,2406067254.0,1688944845.0,717122409.0,182168913.0,177637767.0,2046260573.0
TOTAL,2023-01-31,2145814210.0,1065773584.0,1080040626.0,93969738.0,90405794.0,1961438678.0
TOTAL,2023-02-02,1486493651.0,928476954.0,558016697.0,248961988.0,136704462.0,1100827200.0
TOTAL,2023-02-05,1913257458.0,1136631139.0,776626319.0,367921466.5,147899586.0,1397436405.0
TOTAL,2023-02-06,1984862346.5,757110381.0,1227751965.5,444285671.0,87806886.0,1452769789.5
TOTAL,2023-02-07,2511662191.0,1087898599.0,1423763592.0,213753795.0,150731648.0,2147176747.0
TOTAL,2023-02-08,2944031675.0,969243334.5,1974788340.5,221001647.0,85462669.0,2637567358.0
TOTAL,2023-02-09,4073965575.5,1519825124.0,2554140451.5,285577138.0,232658405.5,3555730030.5
TOTAL,2023-02-10,4073965575.5,1519825124.0,2554140451.5,285577138.0,232658405.5,3555730030.5
TOTAL,2023-02-12,2382676519.0,1174525037.5,1208151481.5,43083196.5,83575238.0,2256018084.5
TOTAL,2023-02-13,3900707003.0,1118498090.5,2782208912.5,727086473.0,1290321875.5,1883298653.5
TOTAL,2023-02-14,2130521484.5,1339701360.5,790820124.0,286714543.5,140216471.0,1703590469.5
